date,host,operation,duration_seconds,success,error_type,git_commit,git_branch,git_status,flake_lock_hash,generation_number,notes
2025-12-03 10:48:38,spacedock,home-manager-rebuild-spacedock,30,true,,6bb9861b14cfd891067117a4f2b75dc5ddd1cae4,develop,2_modified,8bd297c28d618ec9d51a0f510cfa5a36ae806c4f55a7cbfae8ee7ac3f8d498e8,46,Automated home-manager rebuild with Scotty engineering logs
2025-12-03 11:00:00,spacedock,home-manager-rebuild-spacedock,45,true,,a18785c,develop,1_modified,8bd297c28d618ec9d51a0f510cfa5a36ae806c4f55a7cbfae8ee7ac3f8d498e8,46,OpenCode command configuration fixes - resolved evaluation errors
2025-12-03 14:51:09,spacedock,home-manager-rebuild-spacedock,39,true,,f632f3bf4a5b674a2c470910d3eec0896f6a567f,develop,clean,8bd297c28d618ec9d51a0f510cfa5a36ae806c4f55a7cbfae8ee7ac3f8d498e8,47,Automated home-manager rebuild with Scotty engineering logs
2025-12-03 14:57:30,spacedock,Home-manager rebuild completed,Home-manager rebuild completed successfully at Wed Dec  3 02:57:30 PM EST 2025,,,7013a0803543d1a35c77d27f346f4e7500ae3eef,develop,clean,8bd297c28d618ec9d51a0f510cfa5a36ae806c4f55a7cbfae8ee7ac3f8d498e8,unknown,Automated build logging
2025-12-08 12:23:26,nixos,home-manager-rebuild-wsl,36,true,,9115abecf62676fb72809d317d208ca13901e23e,develop,1_modified,8bd297c28d618ec9d51a0f510cfa5a36ae806c4f55a7cbfae8ee7ac3f8d498e8,134,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 12:27:41,nixos,Home-manager rebuild completed,Home-manager rebuild completed successfully at Mon Dec  8 12:27:41 PM EST 2025,,,ebee5e4bcea78ea2a6b3d85557aee31cdda377df,develop,clean,8bd297c28d618ec9d51a0f510cfa5a36ae806c4f55a7cbfae8ee7ac3f8d498e8,unknown,Automated build logging
2025-12-08 15:58:37,nixos,home-manager-rebuild-wsl@merlins-windows,45,true,,8c79a476ba0e93173a201bcb9b88ca21bff2f6d9,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,135,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 16:01:38,nixos,Home-manager rebuild completed@merlins-windows,Home-manager rebuild completed successfully at Mon Dec  8 04:01:38 PM EST 2025,,,1ca7a0e54928278c119da88778003efadb8da429,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,Automated build logging
2025-12-08 16:09:34,nixos,home-manager-rebuild-wsl@merlins-windows,27,true,,b93c8ad3c4fb5d07b2802fed5ace46f0fadad266,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,135,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 16:10:16,nixos,Home-manager rebuild completed@merlins-windows,Home-manager rebuild completed successfully at Mon Dec  8 04:10:16 PM EST 2025,,,a748f69454934c9231543b3131b5827043e4905d,develop,2_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,Automated build logging
2025-12-08 16:56:20,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,630,true,,202aa21969812d5983392f6b813181693baed4f5,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 16:57:33,nixos,home-manager-rebuild-wsl@merlins-windows,23,true,,6df60603379470f7a5ecc2f12ce3a81fdbdf6f1a,develop,2_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,135,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 16:58:16,nixos,Home-manager rebuild completed@merlins-windows,Home-manager rebuild completed successfully at Mon Dec  8 04:58:16 PM EST 2025,,,101af40dff7d3a73707a72bce774625b094e14da,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,Automated build logging
2025-12-08 17:06:05,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,25,true,,30b8bc447587a620b7b2d0ec86061a0585acd6f0,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:10:41,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,24,true,,fa5049be16077241e1e8dbb37dceed310d4aa95c,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:11:40,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,24,true,,fa5049be16077241e1e8dbb37dceed310d4aa95c,develop,2_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:13:53,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,17,true,,fa5049be16077241e1e8dbb37dceed310d4aa95c,develop,5_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:22:17,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,17,true,,e10421123157b71e4bdaab9aa2f57b265c64f49d,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:25:46,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,13,true,,b09eac5a79c097a8aee3481165d805951876580c,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:26:29,nixos,home-manager-rebuild-wsl@merlins-windows,16,true,,438e284043cd3385e6e993a49429a2b95c65495b,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,137,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 17:27:48,nixos,Home-manager rebuild completed@merlins-windows,Home-manager rebuild completed successfully at Mon Dec  8 05:27:48 PM EST 2025,,,a9670a148186769d7f06b4bcc0ce20ccf21fe9c6,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,Automated build logging
2025-12-08 17:34:57,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,17,true,,52516855d27d7c3a280b237bc27a40e65c5f3ad4,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:37:01,nixos,home-manager-rebuild-wsl@merlins-windows,16,true,,5d6fb7f9c4050da05fb4dab405d205c8a6f7e6ac,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,137,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 17:37:09,wsl@merlins-windows,home-manager,16,SUCCESS,137,flake.nix home/gig/home.nix,fancy-fonts URL fix + libqalculate addition
2025-12-08 17:41:12,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,16,true,,eca45979b648e3fca19f41b2aa9fe4f85f0a786d,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,41,Automated build logging
2025-12-08 17:58:06,nixos,home-manager-rebuild-wsl@merlins-windows,18,true,,eeaa2f3c8e1ee4ec30410d9a3b97f00ee866c35e,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,138,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 18:06:43,nixos,nixos-rebuild-wsl@merlins-windows@merlins-windows,15,true,,13e4a404b77b4d58f5d97940701fbce821480548,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,42,Automated build logging
2025-12-08 18:06:43,wsl@merlins-windows,nixos-rebuild-switch,15,SUCCESS,42,"flake.nix opencode.nix shellAliases.nix home.nix users/gig/default.nix wsl/default.nix vars/default.nix","Generation 41→42: Font repo fix + agent commands + WSL user config + libqalculate + code quality improvements"
2025-12-08 18:08:25,nixos,home-manager-rebuild-wsl@merlins-windows,20,true,,050ef13fe475827e27afccbf85c7788bbf1dbb40,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,140,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 18:41:23,merlin,nixos-rebuild-merlin,13,true,,50a524dc23756d57be5f113fbcc1e1986b7eb910,main,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,54,Automated build logging
2025-12-08 18:42:22,merlin,home-manager-rebuild-dry-run,0,false,home-manager-switch-failed,e8da3b55126171b6c63d51577af82c4afbf524ac,main,3_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,Build failed during switch operation
2025-12-08 18:43:49,merlin,home-manager-rebuild-merlin,6,false,home-manager-switch-failed,88613a5ea534f15ceb6fe433a2d9daeb6c3c448e,main,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,Build failed during switch operation
2025-12-08 18:45:47,merlin,home-manager-rebuild-merlin,2,true,,c237c905dedaf7280679e96de78eccb559f56095,main,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,53,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 18:46:41,merlin,home-manager-rebuild-merlin-gen53,2,true,,c237c90,main,clean,,53,Generation 53→53 successful rebuild - font repo fix + flake infrastructure improvements
2025-12-08 18:47:55,merlin,nixos-rebuild-merlin,10,true,,a635a286ce03a4c9aff54926eaa9305e03d42cb4,main,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,54,Automated build logging
2025-12-08 18:48:47,merlin,home-manager-rebuild-merlin,10,true,,f133e38f82cd2f28dc5e464aeab8ae2dc4bb0ffc,main,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,53,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 18:49:27,merlin,home-manager-rebuild-gen53,10,true,,f133e38,main,clean,unknown,53,Samba→core service + Tailscale enabled - Generation 53→53
2025-12-08 18:56:18,merlin,nixos-rebuild-merlin,23,true,,01c68257b8e1c460135ee2c3c9f6b03ab4ccf373,main,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,55,Automated build logging
2025-12-08 18:58:52,merlin,nixos-rebuild-merlin,15,true,,824474162f3cc0583fdedccb4d3ee56b34ddc7c2,main,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,56,Automated build logging
2025-12-08 19:02:36,merlin,nixos-rebuild-merlin,14,true,,11ebc420c07bf09539d40b080f32b802e615e122,main,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,57,Automated build logging
2025-12-08 19:06:31,merlin,nixos-rebuild-merlin,14,true,,ac6b801f41a3fa6baad5bab4a0d5a7185d4c9110,develop,2_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,58,Automated build logging
2025-12-08 19:07:25,merlin,home-manager-rebuild-merlin,1,false,home-manager-switch-failed,e55aa9b06410a7bdf00561c0ad742eeedfaf61cc,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,Build failed during switch operation
2025-12-08 19:07:25,merlin,home-manager-rebuild-ANALYSIS,1,DIAGNOSIS_COMPLETE,flake-target-incorrect,e55aa9b,develop,clean,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,BUILD FAILED: Incorrect flake target - should be gig@merlin not merlin
2025-12-08 19:15:00,merlin,home-manager-rebuild-analysis-complete,DRY_RUN_PASS,DIAGNOSIS_AND_REPAIR_COMPLETE,compound-issue-resolved,e55aa9b,develop,modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,unknown,COMPOUND ISSUE RESOLVED: Incorrect flake target + invalid starship.presets option - both repaired and verified
2025-12-08 19:14:13,merlin,home-manager-rebuild-merlin,9,true,,3d296b40b7caee2541cdc4c2cb8f9d6b570726e8,develop,1_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,54,Automated home-manager rebuild with Scotty engineering logs
2025-12-08 19:16:42,merlin,home-manager-rebuild-merlin,10,true,,21f428e42282d92b9b6c8815578ef9f3e5c9b4b4,develop,2_modified,d43233f960c9bbc98ff347f2182f8b4e1d0310f1a02304a65cabb1e5be881f57,55,Automated home-manager rebuild with Scotty engineering logs
2025-12-09 00:19:17,merlin,home-manager-rebuild-merlin,11,true,,ad1925d87646331698ccb1ed45991cbd4b96031d,main,1_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,66,Automated home-manager rebuild with Scotty engineering logs
2025-12-09 05:36:37,merlin,nixos-rebuild-merlin,26,true,,caa0de5196df63f27380d2ca422241071fa70eeb,main,clean,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,66,Automated build logging
2025-12-09 05:42:25,merlin,home-manager-rebuild-merlin,23,true,,df3e32154b9153dfaa51c54ac41289289dbbb2da,main,1_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,67,Automated home-manager rebuild with Scotty engineering logs
2025-12-12 15:46:24,nixos,nixos-rebuild-wsl@ganoslal,80,false,nixos-rebuild-switch-failed,4fcac879bdcff2ca706affea87ef7262bd88e9ac,main,2_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,unknown,Build failed during switch operation
2025-12-12 15:55:09,nixos,nixos-rebuild-wsl@ganoslal,12,false,nixos-rebuild-switch-failed,e205a1831ffbb7672edf3d4fe3199d513a907814,main,2_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,unknown,Build failed during switch operation
2025-12-16 04:16:09,nixos,home-manager-rebuild-wsl@ganoslal,1,false,home-manager-switch-failed,d8c487dfe6562de0c08552144a3d83e535abf540,main,4_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,unknown,Build failed during switch operation
2025-12-16 04:18:28,nixos,home-manager-rebuild-wsl@ganoslal,96,false,home-manager-switch-failed,fb623771bd0608d40ad0b0c2cbba8628527f47d2,main,3_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,unknown,Build failed during switch operation
2025-12-16 04:18:42,nixos,home-manager-rebuild-wsl@ganoslal,36,true,,fb623771bd0608d40ad0b0c2cbba8628527f47d2,main,3_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,252,Automated home-manager rebuild with Scotty engineering logs
2025-12-16 04:21:46,nixos,home-manager-rebuild-wsl@ganoslal,26,true,,76ccfeb5f0c62425b2f7951f6425405d334bcd2a,main,4_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,253,Automated home-manager rebuild with Scotty engineering logs
2025-12-16 04:47:06,nixos,nixos-rebuild-wsl@ganoslal,35,false,nixos-rebuild-switch-failed,107127d763950845d41ed450a47e0b807181c318,main,3_modified,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,unknown,Build failed during switch operation
2025-12-16 07:37:12,nixos,nixos-rebuild-wsl@ganoslal@ganoslal,26,true,,3388fd4a941a58a606f358ad0d91662ffc0f8abe,main,clean,e9b7eb6e257486ecdeb4211925bcd33ef6656f64f80b3074ab975f3dcd67de8e,163,Automated build logging
